experiment,hypothesis,parametric.transport_ensemble_kind,structural.adequacy_rejection_rate,structural.coefficient_relative_error_mean,structural.edge_hold_config.advection,structural.edge_hold_config.boundary,structural.edge_hold_config.diffusivity,structural.edge_hold_config.dt,structural.edge_hold_config.dx,structural.edge_hold_config.dy,structural.edge_hold_config.integrator,structural.edge_hold_config.laplacian,structural.edge_hold_config.substeps_per_step,structural.generator,structural.n_trials,structural.operator_mismatch_norm
exp05_transport_error,H5a,transport,1.0,0.8616778422623922,first_order_upwind,edge_hold,0.0003,1.0,1.0,1.0,two_stage_heun,five_point,4,edge_hold_pde,10,0.444317456783678
