experiment,hypothesis,background_mode,coefficient_relative_error,declared_before_fit,max_absorption,min_visibility,residual_norm,sigma_J
exp03_background_help_or_hurt,H3,none,2.3625131544750606,True,0.0,1.0,6.859066199111761,0.08039003787838914
exp03_background_help_or_hurt,H3,primary,2.6063386704764553,True,0.2347036928361387,0.9720669609492366,6.851814904661851,0.07996875181896315
exp03_background_help_or_hurt,H3,redundant,2.6063386704763998,True,0.2347036928361387,0.9720669609492366,6.851814904661852,0.07996875181896315
exp03_background_help_or_hurt,H3,stress,0.7753805490744617,True,1.0000000000000009,8.701459324963949e-16,6.851814904659001,0.0
