aligned_background_weights,aligned_in_span_weights,aligned_negative_control_rejection_rate,alpha,diagnostics.background_rank,diagnostics.numerical_rank,diagnostics.omitted_source_out_of_span_fraction,diagnostics.sigma_J,diagnostics.sigma_min_positive,diagnostics.singular_values,experiment,fitted_groups,n_replicates,n_trials,negative_control_note,null_rejection_rate,omission_amplitude,omitted_residual_visible_group,operator_note,platform_grid_shape,residual_visible_power
"[0.3, 0.3, 0.3, 0.3]","[0.6, 0.5, 0.4]",0.05,0.05,4,3,0.9136223721498558,45.8455157812634,45.8455157812634,"[120.55560614309307, 69.20521762571566, 45.8455157812634]",exp08_missing_source_adequacy,"[""industries"", ""population_density"", ""traffic""]",1000,100,aligned = a REAL omitted source whose signature is a nonnegative mix of the fitted response columns AND the background -> absorbed -> not detected; non-rejection cannot certify inventory completeness,0.05,1.2,brick_kilns,"real New Delhi platform transport operator over real inventory maps with a NON-empty rank-4 primary background Q; both the platform geometry and span([H_lag, Q]) background absorption are exercised.","[40, 40]",1.0
